rate,term,payment
0.0811744635,15.0000000000,962.4446000000
0.0818054605,30.0000000000,746.3895000000
0.0714266573,15.0000000000,906.8232000000
0.0507363978,15.0000000000,794.6350000000
0.0575187125,15.0000000000,830.5103000000
0.0821879483,30.0000000000,749.0740000000
0.1289612643,15.0000000000,1258.4150000000
0.0585579597,30.0000000000,590.3110000000
0.0599033194,15.0000000000,843.3346000000
0.0722418451,30.0000000000,680.4262000000
0.0745524614,15.0000000000,924.4710000000
0.0638635542,15.0000000000,864.8721000000
0.0719996845,30.0000000000,678.7861000000
0.0763902319,15.0000000000,934.9301000000
0.1019451213,30.0000000000,891.9791000000
0.0845933505,30.0000000000,766.0334000000
0.0595555814,30.0000000000,596.6963000000
0.0878134895,30.0000000000,788.9405000000
0.0893971410,15.0000000000,1010.6834000000
0.0915344479,30.0000000000,815.6879000000
0.0722216806,15.0000000000,911.2947000000
0.1196733785,30.0000000000,1026.0991000000
0.0693198810,30.0000000000,660.7411000000
0.0455680170,15.0000000000,767.8995000000
0.0496089177,15.0000000000,788.7579000000
0.0587796150,30.0000000000,591.7271000000
0.0778444438,15.0000000000,943.2498000000
0.0856743243,30.0000000000,773.6976000000
0.0986185503,30.0000000000,867.3804000000
0.0466932244,15.0000000000,773.6753000000
0.0380163834,30.0000000000,466.0506000000
0.0629734319,15.0000000000,860.0053000000
0.0772403980,15.0000000000,939.7894000000
0.0601414219,30.0000000000,600.4601000000
0.0926150066,15.0000000000,1029.8815000000
0.0987917206,15.0000000000,1067.2253000000
0.0711521991,15.0000000000,905.2822000000
0.0711131799,30.0000000000,672.7953000000
0.0637716787,15.0000000000,864.3690000000
0.0437293995,15.0000000000,758.5156000000
0.0543517297,30.0000000000,563.7283000000
0.0444317064,15.0000000000,762.0921000000
0.1042478870,30.0000000000,909.1210000000
0.1136984943,30.0000000000,980.3731000000
0.0667842503,30.0000000000,643.8475000000
0.0999823060,30.0000000000,877.4408000000
0.0541313926,30.0000000000,562.3513000000
0.0814351825,30.0000000000,743.7940000000
0.0694203046,30.0000000000,661.4138000000
0.0486829823,15.0000000000,783.9500000000
0.0572211013,15.0000000000,828.9174000000
0.0660500129,15.0000000000,876.8900000000
0.0492676137,30.0000000000,532.3545000000
0.0631171613,15.0000000000,860.7901000000
0.0816737155,15.0000000000,965.3395000000
0.0670391744,15.0000000000,882.3565000000
0.0780518447,15.0000000000,944.4395000000
0.0632222665,30.0000000000,620.4224000000
0.0755570441,15.0000000000,930.1807000000
0.0735238562,15.0000000000,918.6439000000
0.0670952723,30.0000000000,645.9101000000
0.0981561935,15.0000000000,1063.3534000000
0.0923130821,15.0000000000,1028.0726000000
0.0694885303,30.0000000000,661.8710000000
0.0886044875,30.0000000000,794.6019000000
0.0756284636,15.0000000000,930.5873000000
0.0632636749,15.0000000000,861.5905000000
0.0962000821,15.0000000000,1051.4783000000
0.0826807588,15.0000000000,971.1922000000
0.0683494319,30.0000000000,654.2545000000
0.0327608592,30.0000000000,436.6393000000
0.0784000819,30.0000000000,722.6421000000
0.1011118260,15.0000000000,1081.4172000000
0.0622257750,30.0000000000,613.9348000000
0.0889264360,30.0000000000,796.9101000000
0.0621298467,15.0000000000,855.4068000000
0.0686959493,15.0000000000,891.5534000000
0.0732139723,30.0000000000,687.0256000000
0.0839912373,15.0000000000,978.8354000000
0.0601021497,15.0000000000,844.4088000000
0.0797228469,30.0000000000,731.8334000000
0.0793412140,15.0000000000,951.8528000000
0.0662794319,30.0000000000,640.5056000000
0.1040951199,30.0000000000,907.9810000000
0.0682495385,15.0000000000,889.0703000000
0.0807373659,30.0000000000,738.9114000000
0.0908005227,15.0000000000,1019.0343000000
0.0873126008,30.0000000000,785.3624000000
0.0752621372,15.0000000000,928.5026000000
0.0464230894,15.0000000000,772.2864000000
0.0570492306,30.0000000000,580.7124000000
0.0309998607,15.0000000000,695.4006000000
0.0790004530,15.0000000000,949.8907000000
0.0434689242,15.0000000000,757.1916000000
0.0396480381,30.0000000000,475.3884000000
0.0962654097,30.0000000000,850.1022000000
0.0696987538,30.0000000000,663.2806000000
0.0652915831,30.0000000000,633.9868000000
0.0845040719,30.0000000000,765.4016000000
0.0333008854,15.0000000000,706.5677000000
0.0159263335,30.0000000000,349.5827000000
0.0637743967,30.0000000000,624.0295000000
0.0488782768,15.0000000000,784.9627000000
0.0904195446,15.0000000000,1016.7639000000
0.0755984424,30.0000000000,703.3169000000
0.0243257534,15.0000000000,663.6199000000
0.0765210332,30.0000000000,709.6592000000
0.1139576465,30.0000000000,982.3461000000
0.0741425653,15.0000000000,922.1466000000
0.0809699475,15.0000000000,961.2600000000
0.0778013169,30.0000000000,718.4956000000
0.0416130729,30.0000000000,486.7615000000
0.0652230759,30.0000000000,633.5358000000
0.0958521348,15.0000000000,1049.3727000000
0.0855046752,15.0000000000,987.7001000000
0.0713591983,15.0000000000,906.4443000000
0.0583982933,30.0000000000,589.2918000000
0.0613454817,30.0000000000,608.2281000000
0.1194230888,30.0000000000,1024.1739000000
0.0724586046,15.0000000000,912.6296000000
0.0939548369,15.0000000000,1037.9273000000
0.0681777792,30.0000000000,653.1098000000
0.0934404984,30.0000000000,829.4997000000
0.0644696214,15.0000000000,868.1943000000
0.0754410198,30.0000000000,702.2369000000
0.0616706729,30.0000000000,610.3336000000
0.0671250811,30.0000000000,646.1079000000
0.0794788277,30.0000000000,730.1346000000
0.0815960464,15.0000000000,964.8888000000
0.0593645421,30.0000000000,595.4712000000
0.0788090775,30.0000000000,725.4795000000
0.0964447052,30.0000000000,851.4150000000
0.0640055657,15.0000000000,865.6499000000
0.1099731169,15.0000000000,1136.4281000000
0.0710546683,30.0000000000,672.4006000000
0.0636608586,15.0000000000,863.7625000000
0.0605271224,15.0000000000,846.7073000000
0.0929334037,30.0000000000,825.8180000000
0.0773926866,30.0000000000,715.6708000000
0.0720909314,30.0000000000,679.4039000000
0.0537977294,30.0000000000,560.2688000000
0.0804962774,30.0000000000,737.2272000000
0.0474620813,30.0000000000,521.4188000000
0.0610377091,15.0000000000,849.4734000000
0.0904203253,30.0000000000,807.6488000000
0.0715180683,15.0000000000,907.3367000000
0.0820120426,15.0000000000,967.3037000000
0.0973870513,15.0000000000,1058.6765000000
0.0660512300,15.0000000000,876.8968000000
0.0816194304,15.0000000000,965.0245000000
0.0455570133,15.0000000000,767.8431000000
0.0732878039,15.0000000000,917.3093000000
0.0596425962,30.0000000000,597.2546000000
0.0748770841,15.0000000000,926.3140000000
0.1156041776,15.0000000000,1172.0336000000
0.0595379881,30.0000000000,596.5834000000
0.0785774615,15.0000000000,947.4579000000
0.0958887608,15.0000000000,1049.5943000000
0.0773374997,30.0000000000,715.2896000000
0.0869169810,30.0000000000,782.5401000000
0.0590716674,30.0000000000,593.5952000000
0.0471002287,15.0000000000,775.7706000000
0.0612472363,30.0000000000,607.5927000000
0.0615876153,30.0000000000,609.7955000000
0.0797219163,15.0000000000,954.0474000000
0.0890106813,15.0000000000,1008.3898000000
0.0235124660,30.0000000000,387.4305000000
0.0564937430,30.0000000000,577.1962000000
0.0828803415,15.0000000000,972.3543000000
0.0362140447,15.0000000000,720.8593000000
0.0735299024,15.0000000000,918.6781000000
0.0437579892,30.0000000000,499.3324000000
0.0516359288,15.0000000000,799.3417000000
0.0769184378,30.0000000000,712.3976000000
0.0727473522,30.0000000000,683.8548000000
0.0476851859,15.0000000000,778.7878000000
0.0773047199,15.0000000000,940.1575000000
0.0664477108,15.0000000000,879.0857000000
0.0527274455,15.0000000000,805.0741000000
0.0632463730,15.0000000000,861.4960000000
0.0472715680,30.0000000000,520.2713000000
0.0491620080,30.0000000000,531.7119000000
0.0749807221,30.0000000000,699.0825000000
0.0614343165,30.0000000000,608.8030000000
0.0936420715,30.0000000000,830.9647000000
0.0887411416,30.0000000000,795.5814000000
0.0502890177,15.0000000000,792.3000000000
0.0296371380,30.0000000000,419.6496000000
0.0404989475,30.0000000000,480.2963000000
0.0835301738,15.0000000000,976.1429000000
0.0655113018,30.0000000000,635.4343000000
0.0951672111,30.0000000000,842.0745000000
0.0905899408,15.0000000000,1017.7790000000
0.0785047100,30.0000000000,723.3676000000
0.1135099206,15.0000000000,1158.7339000000
0.0825062251,15.0000000000,970.1766000000
0.0631851142,30.0000000000,620.1800000000
0.1007066504,30.0000000000,882.7980000000
0.0629030779,15.0000000000,859.6212000000
0.0750053624,30.0000000000,699.2512000000
0.0785654221,30.0000000000,723.7886000000
0.0913427406,15.0000000000,1022.2698000000
0.1195497896,15.0000000000,1197.2731000000
0.0698934119,30.0000000000,664.5868000000
0.0545507363,30.0000000000,564.9735000000
0.0518880072,30.0000000000,548.4193000000
0.1100607305,15.0000000000,1136.9783000000
0.0818373742,15.0000000000,966.2894000000
0.0614014464,30.0000000000,608.5902000000
0.0756100889,15.0000000000,930.4827000000
0.0669890835,15.0000000000,882.0793000000
0.0492229078,30.0000000000,532.0824000000
0.0660332500,30.0000000000,638.8785000000
0.0564837669,30.0000000000,577.1332000000
0.0426031364,15.0000000000,752.8005000000
0.0766648231,30.0000000000,710.6495000000
0.0438969195,15.0000000000,759.3678000000
0.0872620186,30.0000000000,785.0013000000
0.0680351926,15.0000000000,887.8794000000
0.0478214823,15.0000000000,779.4918000000
0.0892997194,30.0000000000,799.5890000000
0.0868382726,15.0000000000,995.5447000000
0.0422288093,30.0000000000,490.3536000000
0.0505398508,15.0000000000,793.6087000000
0.0308037907,15.0000000000,694.4540000000
0.0800299796,15.0000000000,955.8252000000
0.0571033185,15.0000000000,828.2875000000
0.0669868035,15.0000000000,882.0666000000
0.0778620101,30.0000000000,718.9155000000
0.0736403637,15.0000000000,919.3029000000
0.0704693709,30.0000000000,668.4578000000
0.0367283426,30.0000000000,458.7478000000
0.0875521914,15.0000000000,999.7569000000
0.0824578355,30.0000000000,750.9702000000
0.0541484619,30.0000000000,562.4579000000
0.0903972034,30.0000000000,807.4823000000
0.0643895502,15.0000000000,867.7550000000
0.0409660211,30.0000000000,483.0013000000
0.0558597686,15.0000000000,821.6530000000
0.0578534230,30.0000000000,585.8200000000
0.0358165539,30.0000000000,453.6152000000
0.0712282335,15.0000000000,905.7090000000
0.0545933587,30.0000000000,565.2403000000
0.0491385274,30.0000000000,531.5690000000
0.0401143245,15.0000000000,740.2610000000
0.0768395133,15.0000000000,937.4964000000
0.1309867867,30.0000000000,1113.9178000000
0.0912147389,30.0000000000,813.3784000000
0.0793527154,15.0000000000,951.9191000000
0.0849705663,15.0000000000,984.5670000000
0.0978142905,30.0000000000,861.4634000000
0.0690145966,15.0000000000,893.3281000000
0.0875097971,30.0000000000,786.7704000000
0.0754718133,15.0000000000,929.6955000000
0.0712528520,30.0000000000,673.7378000000
0.0681961586,15.0000000000,888.7737000000
0.0462750201,15.0000000000,771.5257000000
0.1068196359,15.0000000000,1116.7064000000
0.1292794932,15.0000000000,1260.5050000000
0.0663218891,30.0000000000,640.7864000000
0.0784967334,30.0000000000,723.3122000000
0.0896160835,30.0000000000,801.8618000000
0.1171392091,30.0000000000,1006.6453000000
0.0525843879,15.0000000000,804.3215000000
0.0600634689,30.0000000000,599.9586000000
0.0606147597,15.0000000000,847.1817000000
0.0942912108,15.0000000000,1039.9520000000
0.0772589277,15.0000000000,939.8954000000
0.0687591076,30.0000000000,656.9897000000
0.0733284460,30.0000000000,687.8044000000
0.0715254229,15.0000000000,907.3780000000
0.0672044351,30.0000000000,646.6346000000
0.0820431941,30.0000000000,748.0576000000
0.0321612001,30.0000000000,433.3490000000
0.0567318905,15.0000000000,826.3027000000
0.0794539933,15.0000000000,952.5027000000
0.0772789073,15.0000000000,940.0098000000
0.1146709709,30.0000000000,987.7817000000
0.0385645844,30.0000000000,469.1771000000
0.0485569697,15.0000000000,783.2970000000
0.0852293182,30.0000000000,770.5393000000
0.1252595338,30.0000000000,1069.2720000000
0.0419752851,30.0000000000,488.8729000000
0.0468671114,15.0000000000,774.5701000000
0.0750929302,30.0000000000,699.8510000000
0.0503243853,15.0000000000,792.4844000000
0.0645116527,15.0000000000,868.4250000000
0.0913569090,30.0000000000,814.4051000000
0.0730807245,30.0000000000,686.1196000000
0.0784147930,15.0000000000,946.5232000000
0.0734599924,30.0000000000,688.6997000000
0.0800550413,15.0000000000,955.9699000000
0.0324718401,30.0000000000,435.0518000000
0.0799919694,30.0000000000,733.7086000000
0.0633265523,30.0000000000,621.1030000000
0.0676903598,15.0000000000,885.9652000000
0.0997050876,30.0000000000,875.3931000000
0.0831331670,15.0000000000,973.8274000000
0.0987920462,15.0000000000,1067.2273000000
0.0584567115,30.0000000000,589.6646000000
0.1090157803,30.0000000000,944.8938000000
0.0545095012,30.0000000000,564.7154000000
0.0402543271,30.0000000000,478.8827000000
0.0891606829,30.0000000000,798.5909000000
0.0540679501,15.0000000000,812.1459000000
0.0587748817,30.0000000000,591.6968000000
0.0657882046,30.0000000000,637.2605000000
0.0516965487,30.0000000000,547.2378000000
0.1065663775,30.0000000000,926.4702000000
0.0708400755,30.0000000000,670.9539000000
0.0447278070,15.0000000000,763.6029000000
0.0493185079,15.0000000000,787.2481000000
0.0991519695,30.0000000000,871.3114000000
0.0543314529,15.0000000000,813.5401000000
0.0802789266,15.0000000000,957.2630000000
0.0765101358,30.0000000000,709.5841000000
0.1086997594,15.0000000000,1128.4456000000
0.0571741178,30.0000000000,581.5043000000
0.0897604817,15.0000000000,1012.8422000000
0.0648929750,15.0000000000,870.5191000000
0.0887358386,30.0000000000,795.5434000000
0.0944721873,30.0000000000,837.0059000000
0.0808250599,15.0000000000,960.4212000000
0.0504530390,30.0000000000,539.5938000000
0.0343951645,30.0000000000,445.6753000000
0.0672633860,15.0000000000,883.5981000000
0.0371419668,15.0000000000,725.4475000000
0.0805510889,15.0000000000,958.8362000000
0.0920111485,30.0000000000,819.1353000000
0.0558659746,15.0000000000,821.6860000000
0.0844058337,30.0000000000,764.7065000000
0.0418238998,30.0000000000,487.9899000000
0.0535280800,15.0000000000,809.2937000000
0.0216417272,15.0000000000,651.0961000000
0.0577328925,30.0000000000,585.0532000000
0.0591459447,30.0000000000,594.0707000000
0.0870198081,30.0000000000,783.2733000000
0.0629659061,15.0000000000,859.9642000000
0.0853171266,15.0000000000,986.5994000000
0.0468297460,15.0000000000,774.3778000000
0.0606391094,30.0000000000,603.6656000000
0.0549724272,15.0000000000,816.9371000000
0.0500996301,15.0000000000,791.3127000000
0.0822793364,30.0000000000,749.7159000000
0.0582250385,15.0000000000,834.2975000000
0.0586486864,30.0000000000,590.8904000000
0.0751932815,15.0000000000,928.1110000000
0.0763059509,30.0000000000,708.1787000000
0.0902822486,30.0000000000,806.6543000000
0.0809396598,15.0000000000,961.0846000000
0.0703476793,15.0000000000,900.7732000000
0.0609243441,15.0000000000,848.8588000000
0.0824502265,15.0000000000,969.8508000000
0.0519085634,30.0000000000,548.5462000000
0.0912818922,15.0000000000,1021.9064000000
0.0511132579,30.0000000000,543.6459000000
0.0436172402,30.0000000000,498.5025000000
0.0386832304,15.0000000000,733.1066000000
0.0729284621,15.0000000000,915.2798000000
0.0512463601,30.0000000000,544.4646000000
0.0819900411,30.0000000000,747.6846000000
0.0771258210,15.0000000000,939.1337000000
0.0525668554,15.0000000000,804.2293000000
0.0710103506,30.0000000000,672.1018000000
0.0679158713,30.0000000000,651.3649000000
0.1146031134,15.0000000000,1165.6678000000
0.0745577691,30.0000000000,696.1888000000
0.0852933423,30.0000000000,770.9934000000
0.0539233040,30.0000000000,561.0521000000
0.0399161769,15.0000000000,739.2679000000
0.0690995327,30.0000000000,659.2660000000
0.0734948705,15.0000000000,918.4799000000
0.0833001667,30.0000000000,756.8993000000
0.0923972808,30.0000000000,821.9312000000
0.0376492869,30.0000000000,463.9631000000
0.1074729872,15.0000000000,1120.7794000000
0.0980403070,15.0000000000,1062.6481000000
0.0469749847,15.0000000000,775.1255000000
